index,sid,text,polarity,file
3,rev-4,همچنین توانایی زوم 5 برابر هم برای انجام عکاسی های روزانه مناسب است.,+1,data/main/Samsung ST68.xml
4,rev-5,این دو دوربین از نوع نشانه و عکس یا Point to Shoot می باشند.,0,data/main/Samsung ST68.xml
5,rev-6,بدین ترتیب که برای عکاسی با آن ها کافیست که دوربین را به سوی سوژه نشانه بروید و دکمه ی شاتر را بفشارید تا مناسب ترین و با کیفیت ترین عکس گرفته شود.,+2,data/main/Samsung ST68.xml
6,rev-7,این امکان باعث می شود که این دوربین ها کاملا مناسب کاربران مبتدی قرار گیرند.,+2,data/main/Samsung ST68.xml
7,rev-8,این دوربین ها مجهز به نمایشگر 2.7 اینچی 230000 پیکسلی می باشند که برای دوربین هایی در این سطح کاربری و قیمت کاملا مناسب هستند.,+2,data/main/Samsung ST68.xml
8,rev-9,همچنین عکس ها نیز بر روی کارت های حافظه ی MicroSD ذخیره می شوند.,0,data/main/Samsung ST68.xml
9,rev-10,یعنی از همان کارت های حافظه ی خیلی کوچکی که معمولا در دوربین های دیجیتال مورد استفاده قرار می گیرد.,0,data/main/Samsung ST68.xml
10,rev-11,این در حالیست که بیشتر دوربین های موجود در بازار از کارت های حافظه ی بزرگتر SD بهره می برند.,0,data/main/Samsung ST68.xml
11,rev-12,این دو دوربین توانایی فیلم برداری با رزولوشن HD را نیز دارند که عالیست.,+2,data/main/Samsung ST68.xml
12,rev-13,بنابراین شما با پرداخت مبلغ خیلی کمی می توانید یک دوربین عکاسی و یک دوربین فیلم برداری را به صورت توامان داشته باشید.,+1,data/main/Samsung ST68.xml
13,rev-14,در کل همانطور که گفتیم،  دوربین های سامسونگ ST64 و ST68 دوربین هایی ارزان قیمت و مناسب استفاده های معمولی هستند.,+1,data/main/Samsung ST68.xml
0,gr-1-1,دوربين خوبيه.,+1,data/main/Samsung ST68.xml
1,gr-1-2,"همه جا ميتوني ازش استفاده کني مخصوصا اگه جاهاي تفريحي يا توي مراسمي کسي بخواد 
عکس يا فيلم يادگاري داشته باشه واقعا اين دوربين يه پيشنهاد عالي هست چون با توجه به اندازه کوچيکش واقعا کيفيتش عاليه .",+2,data/main/Samsung ST68.xml
2,gr-1-3,"من که خريدم ازش راضي ام
",+1,data/main/Samsung ST68.xml
0,gr-2-1,دوربين واقعا عالي اي هست.,+2,data/main/Samsung ST68.xml
1,gr-2-2,"فقط در قسمت عکاسي پاناروما زنده کيفيت خيلي پاييني داره
ولي در کل من از عکاسي باهاش مخصوصا در شب لذت ميبرم
",+1,data/main/Samsung ST68.xml
0,gr-3-1,"به نظر من که واقعا عاليست هم کيفيت عکس و هم فيلمبرداري
مطمئن باشيد که از خريدش پشيمان نميشويد",+2,data/main/Samsung ST68.xml
0,cr-1-1,عکاسي در شب اين دوربين بسيار عالي هست.,+2,data/main/Samsung ST68.xml
1,cr-1-2,اگر در قسمت دريچه ي ديافراگم مدت رو روي 8 ثانيه بزاريد و مخصوصا وقتي که روي سه پايه نصب باشه با کيفيت بسيار عالي ميتونيد جزيياتو ببينيد.,+2,data/main/Samsung ST68.xml
2,cr-1-3,در حالت پاناروما عيب اين دوربين مشخص ميشه و دليلش هم زنده بودن اين خاصيته که باعث کم شدن کيفيت عکس ميشه.,-1,data/main/Samsung ST68.xml
3,cr-1-4,البته در نوع خودش اين هم خلاقيتيه و کارو براي افرادي که پاناروما عکاسي ميکنن بسيار راحت کرده.,+2,data/main/Samsung ST68.xml
4,cr-1-5,بدنه ي اين دوربين بسيار کوچک و زيباست که همين باعث شده دوربين فشرده با کارايي بالا داشته باشيم.,+2,data/main/Samsung ST68.xml
5,cr-1-6,زوم 5 برابر اپتيکال هم داره که حتي ميتونيم در هنگاه فيلم برداري ازش استفاده کنيم.,0,data/main/Samsung ST68.xml
6,cr-1-7,البته در توضيحات فني و مشخصات ذکر شده بود که صداي زوم کردن در هنگام فيلم برداري ضبط ميشه ولي من صداي زيادي نشنيدم.,0,data/main/Samsung ST68.xml
7,cr-1-8,خيلي خفيفه.,+1,data/main/Samsung ST68.xml
8,cr-1-9,اونم ميشه از توي تنظيماتش در حالت نويزگير صداي زوم قرار بديم و کيفيت صداي بهتري داشته باشيم.,+1,data/main/Samsung ST68.xml
9,cr-1-10,عکساش اندازه ي بزرگي دارن و حتي ميشه روي صفحه ي ديتا شو هم با کيفيت عالي روشون زوم کرد.,+2,data/main/Samsung ST68.xml
0,rev-1,همانطور که می دانید،  کمپانی Sony Ericsson در نهم ژانویه سال جاری میلادی،  بطور رسمی نام Ericsson را حذف کرد.,0,data/main/Sony Xperia Ion.xml
1,rev-2,"کمپانی سوئدی اریکسون بیش از یک دهه با کمپانی سونی همکاری کرده بود ولی اریکسون یک مانع بر سر راه سونی برای اجرای برنامه ""4 صفحه"" یا Four-Screen شده بود که بر اساس آن،  سونی می خواست یک هماهنگی کلی بین چهار رسته گوشی،  تبلت،  تلویزیون و کامپیوتر خود،  برای افزایش سهم بازار و غلبه بر رغبا،  ایجاد کند.",0,data/main/Sony Xperia Ion.xml
2,rev-3,به همین دلیل سونی در نهایت تصمیم به خرید سهام اریکسون گرفت و با هزینه ای بالغ بر 1.47 میلیارد دلار،  برند اریکسون را که بیش از یک دهه یدک می کشید حذف کرد و نام بخش مربوط به موبایل خود را از Sony Ericcson به Sony و بطور کاملتر به Sony Mobile Communications تغییر دارد.,0,data/main/Sony Xperia Ion.xml
3,rev-4,Sony امیدوار است با این کار،  شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت،  کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده،  دوباره بازیابد.,0,data/main/Sony Xperia Ion.xml
4,rev-5,مدت زمان نسبتا زیادی از زمانی که کمپانی Sony (یا همان Sony Ericsson قدیم) گوشی هوشمند تلفن همراهی وارد بازار کرده است،  میگذرد و در این میان سایر رقبا،  انواع و اقسام گوشی های دو هسته ای با سخت افزار گوناگون را وارد بازار کرده اند.,0,data/main/Sony Xperia Ion.xml
5,rev-6,ولی بالاخره سونی این طلسم را با یک گوشی فوق العاده شکست بطوریکه مطمئنا تمام رقبای خود را شگفت زده کرده است.,+1,data/main/Sony Xperia Ion.xml
6,rev-7,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,0,data/main/Sony Xperia Ion.xml
7,rev-8,این گوشی،  دارای گواهی PlayStation است که مسلما توجه علاقه مندان به بازی ها را به خود جلب خواهد کرد و همچنین سخت افزاری که این گوشی را تغذیه می کند به قدری عالیست که کاربران را متحیر خواهد کرد.,+1,data/main/Sony Xperia Ion.xml
8,rev-9,در نگاه اول شباهت های زیادی بین طراحی این گوشی و سری های قبلی Xperia خواهید یافت.,0,data/main/Sony Xperia Ion.xml
9,rev-10,بدنه خارجی فلزی آن،  کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی،  به لطف منحنی موجود در پشت آن و وزن مناسب آن،  به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,+2,data/main/Sony Xperia Ion.xml
10,rev-11,و اما جزئیات.,0,data/main/Sony Xperia Ion.xml
11,rev-12,صفحه نمایش 4.6 اینچی با تکنولوژی های HD Reality و Mobile BRAVIA Engine و رزلوشن 1280x720 که نیاز به هیچگونه تعریفی ندارد!,0,data/main/Sony Xperia Ion.xml
12,rev-13,این صفحه نمایش تمامی جزئیات را با دقت فوق العاده بالایی نشان می دهد،  رنگ ها بسیار غنی و زنده و روشنایی و زاویه دید این صفحه نمایش بسیار عالی هستند.,+2,data/main/Sony Xperia Ion.xml
13,rev-14,ولی نقاط قوت Xperia Ion به صفحه نمایش آن ختم نمی شود!,0,data/main/Sony Xperia Ion.xml
14,rev-15,دوربین 12 مگاپیکسلی با فوکوس خودکار و سنسور Exmor R و قابلیت فیلمبرداری Full HD 1080p،  دوربین مکالمه تلفنی و امکانات ارتباطی متنوع که همه اینها توسط پردازنده قدرتمند دو هسته ای Snapdragon با فرکانس 1.5 گیگاهرتز تغذیه می شوند.,+1,data/main/Sony Xperia Ion.xml
15,rev-16,Ion اولین گوشی خانواده Xperia است که از پردازنده دو هسته ای بهره می برد.,0,data/main/Sony Xperia Ion.xml
16,rev-17,با چنین پردازنده قدرتمندی،  اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,+2,data/main/Sony Xperia Ion.xml
17,rev-18,شاید اگر سونی به جای اندروید 2.3،  از اندروید 4 روی این گوشی بطور پیش فرض استفاده کرده بود،  سرعت گوشی حتی بیشتر از این هم بود چون اندروید 4 با پردازنده های چند هسته ای هم خوانی دارد.,0,data/main/Sony Xperia Ion.xml
18,rev-19,در نهایت Sony Xperia Ion یک غول اندرویدی تمام عیار است که چه در اجرای بازی و چه برای گرفتن عکس و ویدئو،  تمام رقیبان خود به هراس واداشته است.,+1,data/main/Sony Xperia Ion.xml
0,gr-1-1,"با سلام 
من حدودا دو ماهه که خريدمش و گوشي خيلي خوبيه و دوستي که گفته بودن صداي اهنگش در محيط باز کمه برن هر گوشي ديگه اي رو ميخوان امتحان کنن امکان نداره کيفيت صداش به پاي ايون برسه .",+1,data/main/Sony Xperia Ion.xml
1,gr-1-2,من خودم اهنگ هاي زيادي روش امتحان کردم ولي اصلا خش و خش نکرد و عالي بود.,+2,data/main/Sony Xperia Ion.xml
2,gr-1-3,از نظر من خوش دست ترين و کاملترين گوشيه که ديدم ولي با لمس ضعيف دکمه هاي پايينش با دوستان موافقم .,+1,data/main/Sony Xperia Ion.xml
3,gr-1-4,ولي در کل بهترين گوشيه که ديدم من که ازش راضيم,+1,data/main/Sony Xperia Ion.xml
0,gr-2-1,"سلام دوستان من  2روز پيش خريدمش
اندرويد 4.0.4 صفحه عالي طراحي عالي خوشدست اما صفحه ي بزرگ
 تو نمايشگاه بازار موبايل اصفهان کنار z مقايسش کردم صفحش يکم فرق داشت اما رنگاي يون بهتر بود
در ضمن همونوقت هم 4 گيگ نرم افزار ريختم روش همش اچ دي با چند تا فيلم فول اچ دي اصلا هنگ نميکنه
شک نکنيد عاليه",+2,data/main/Sony Xperia Ion.xml
0,gr-3-1,"سلام
بعد از چند ماه استفاده مي تونم بگم :
معايب : صداي گوشي در جاهاي کمي شلوغ مثل ماشين خيلي پائين
دکمه هاي پائينش با اينکه بعد چند وقت بهش عادت مي کنين دلچسب نيست
در طراحيش فضاي غير قابل استفاده زيادي ديده ميشه که همين موضوع باعث الکي بزرگ شدن گوشي شده
محاسن :
دوربينش در روز و جايي که نور کافي باشه عالي
تاچش خيلي خوب و خيلي خيلي کم هنگ داره
کيفيت فيلم و عکسش خيلي خوبه

و در کل گوشي معموليه",0,data/main/Sony Xperia Ion.xml
